genename	gene	chrom	start	end	strand	length
MRPS16	ENSG00000182180.9	10	75006510	75012451	-	5941
MRPS17	ENSG00000239789.1	7	56019512	56024192	+	4680
MRPS18A	ENSG00000096080.7	6	43639040	43655528	-	16488
MRPS18B	ENSG00000204568.7	6	30585486	30594172	+	8686
MRPS18C	ENSG00000163319.6	4	84377085	84390888	+	13803
MRPS2	ENSG00000122140.6	9	138391830	138396519	+	4689
MRPS21	ENSG00000187145.10	1	150266289	150281414	+	15125
MRPS22	ENSG00000175110.7	3	138724648	139076065	+	351417
MRPS23	ENSG00000181610.8	17	55916842	55927417	-	10575
MRPS24	ENSG00000062582.9	7	43906157	43909492	-	3335
MRPS25	ENSG00000131368.3	3	15083967	15106842	-	22875
MRPS26	ENSG00000125901.5	20	3026591	3028900	+	2309
MRPS27	ENSG00000113048.12	5	71515236	71616473	-	101237
MRPS28	ENSG00000147586.5	8	80830952	80942524	-	111572
MRPS30	ENSG00000112996.5	5	44809027	44820530	+	11503
MRPS31	ENSG00000102738.6	13	41303432	41345309	-	41877
MRPS33	ENSG00000090263.11	7	140705854	140715028	-	9174
MRPS34	ENSG00000074071.9	16	1821891	1823156	-	1265
MRPS35	ENSG00000061794.8	12	27863706	27909228	+	45522
MRPS36	ENSG00000134056.7	5	68513587	68525956	+	12369
MRPS5	ENSG00000144029.7	2	95752952	95815179	-	62227
MRPS6	ENSG00000243927.1	21	35445524	35515334	+	69810
MRPS7	ENSG00000125445.6	17	73257755	73262454	+	4699
MRPS9	ENSG00000135972.4	2	105654441	105716418	+	61977
MRRF	ENSG00000148187.13	9	125026882	125085743	+	58861
MRS2	ENSG00000124532.10	6	24403153	24425810	+	22657
MRTO4	ENSG00000053372.4	1	19578033	19586622	+	8589
MRVI1	ENSG00000072952.14	11	10594638	10715535	-	120897
MS4A1	ENSG00000156738.13	11	60223225	60238233	+	15008
MS4A10	ENSG00000172689.1	11	60552821	60568778	+	15957
MS4A12	ENSG00000071203.5	11	60260251	60274903	+	14652
MS4A14	ENSG00000166928.6	11	60146003	60185161	+	39158
MS4A15	ENSG00000166961.10	11	60524426	60544205	+	19779
MS4A18	ENSG00000214782.3	11	60496789	60511685	+	14896
MS4A2	ENSG00000149534.4	11	59855734	59863444	+	7710
MS4A3	ENSG00000149516.9	11	59824060	59838601	+	14541
MS4A4A	ENSG00000110079.12	11	60048014	60076445	+	28431
MS4A4E	ENSG00000214787.4	11	59968726	60010561	-	41835
MS4A5	ENSG00000166930.2	11	60197062	60222687	+	25625
MS4A6A	ENSG00000110077.10	11	59939081	59952139	-	13058
MS4A6E	ENSG00000166926.4	11	60102304	60164069	+	61765
MS4A7	ENSG00000166927.8	11	60145955	60163424	+	17469
MS4A8	ENSG00000166959.3	11	60467047	60483284	+	16237
MSANTD1	ENSG00000188981.6	4	3246096	3273465	+	27369
MSANTD2	ENSG00000120458.5	11	124636394	124670569	-	34175
MSANTD3	ENSG00000066697.10	9	103189438	103213511	+	24073
MSANTD4	ENSG00000170903.6	11	105866350	105893130	-	26780
MSC	ENSG00000178860.8	8	72753784	72756703	-	2919
MSH2	ENSG00000095002.8	2	47630108	47789450	+	159342
MSH3	ENSG00000113318.9	5	79950467	80172279	+	221812
MSH4	ENSG00000057468.6	1	76262567	76378923	+	116356
MSH5	ENSG00000204410.10	6	31707725	31732622	+	24897
MSH6	ENSG00000116062.10	2	47922669	48037240	+	114571
MSI1	ENSG00000135097.2	12	120779133	120806983	-	27850
MSI2	ENSG00000153944.6	17	55333212	55762046	+	428834
MSL1	ENSG00000188895.7	17	38278551	38293042	+	14491
MSL2	ENSG00000174579.3	3	135867764	135916083	-	48319
MSLN	ENSG00000102854.10	16	810762	818865	+	8103
MSLNL	ENSG00000162006.5	16	819428	833370	-	13942
MSMB	ENSG00000138294.9	10	51549498	51562517	+	13019
MSMO1	ENSG00000052802.8	4	166248775	166264312	+	15537
MSR1	ENSG00000038945.10	8	15965387	16424999	-	459612
MSRA	ENSG00000175806.10	8	9911778	10286401	+	374623
MSRB1	ENSG00000198736.7	16	1988211	1993327	-	5116
MSRB2	ENSG00000148450.8	10	23384435	23410942	+	26507
MSRB3	ENSG00000174099.6	12	65672423	65882024	+	209601
MSS51	ENSG00000166343.5	10	75183339	75193319	-	9980
MST1	ENSG00000173531.11	3	49721380	49726934	-	5554
MST1R	ENSG00000164078.8	3	49924435	49941299	-	16864
MSTN	ENSG00000138379.4	2	190920423	190927455	-	7032
MSTO1	ENSG00000125459.10	1	155579979	155718153	+	138174
MSX1	ENSG00000163132.6	4	4861393	4865663	+	4270
MSX2	ENSG00000120149.7	5	174151536	174157896	+	6360
MT1A	ENSG00000205362.6	16	56672578	56673999	+	1421
MT1B	ENSG00000169688.10	16	56685811	56687116	+	1305
MT1E	ENSG00000169715.10	16	56659387	56661024	+	1637
MT1F	ENSG00000198417.5	16	56691606	56694610	+	3004
MT1G	ENSG00000125144.9	16	56700643	56701977	-	1334
MT1H	ENSG00000205358.3	16	56703726	56705041	+	1315
MT1M	ENSG00000205364.3	16	56666145	56667898	+	1753
MT1X	ENSG00000187193.8	16	56716336	56718108	+	1772
MT2A	ENSG00000125148.6	16	56642111	56643409	+	1298
MT3	ENSG00000087250.4	16	56622986	56625000	+	2014
MT4	ENSG00000102891.3	16	56598961	56602869	+	3908
MTA1	ENSG00000182979.13	14	105886159	105937066	+	50907
MTA2	ENSG00000149480.2	11	62360686	62369312	-	8626
MTA3	ENSG00000057935.9	2	42721709	42984087	+	262378
MTAP	ENSG00000099810.14	9	21802542	21931646	+	129104
MTBP	ENSG00000172167.3	8	121457640	121554373	+	96733
MTCH1	ENSG00000137409.14	6	36935917	36954074	-	18157
MTCH2	ENSG00000109919.5	11	47638867	47664175	-	25308
MTDH	ENSG00000147649.5	8	98656407	98740998	+	84591
MTERF	ENSG00000127989.9	7	91321323	91510034	-	188711
MTERFD1	ENSG00000156469.4	8	97251626	97273838	-	22212
MTERFD2	ENSG00000122085.12	2	242011584	242041747	-	30163
MTERFD3	ENSG00000120832.5	12	107371069	107380944	-	9875
MTF1	ENSG00000188786.9	1	38275239	38325292	-	50053
MTF2	ENSG00000143033.13	1	93544792	93604638	+	59846
MTFMT	ENSG00000103707.5	15	65294845	65321977	-	27132
MTFP1	ENSG00000242114.1	22	30821518	30825045	+	3527
MTFR1	ENSG00000066855.11	8	66556969	66683496	+	126527
MTFR1L	ENSG00000117640.13	1	26145131	26159432	+	14301
MTFR2	ENSG00000146410.7	6	136552162	136571473	-	19311
MTG1	ENSG00000148824.14	10	135207598	135234811	+	27213
MTG2	ENSG00000101181.13	20	60758085	60778624	+	20539
MTHFD1	ENSG00000100714.11	14	64854749	64926722	+	71973
MTHFD1L	ENSG00000120254.11	6	151186685	151423023	+	236338
MTHFD2	ENSG00000065911.7	2	74425689	74444692	+	19003
MTHFD2L	ENSG00000163738.14	4	74979891	75168816	+	188925
MTHFR	ENSG00000177000.6	1	11845780	11866977	-	21197
MTHFS	ENSG00000136371.5	15	80125927	80189721	-	63794
MTHFSD	ENSG00000103248.13	16	86563782	86588841	-	25059
MTIF2	ENSG00000085760.10	2	55463731	55496483	-	32752
MTIF3	ENSG00000122033.10	13	28009776	28024739	-	14963
MTL5	ENSG00000132749.6	11	68474908	68519032	-	44124
MTMR10	ENSG00000166912.12	15	31231144	31283810	-	52666
MTMR11	ENSG00000014914.15	1	149900543	149908791	-	8248
MTMR12	ENSG00000150712.6	5	32227100	32313115	-	86015
MTMR14	ENSG00000163719.14	3	9691117	9744077	+	52960
MTMR2	ENSG00000087053.14	11	95566046	95658479	-	92433
MTMR3	ENSG00000100330.11	22	30279144	30426855	+	147711
MTMR4	ENSG00000108389.5	17	56566898	56595266	-	28368
MTMR6	ENSG00000139505.10	13	25802307	25862147	-	59840
MTMR7	ENSG00000003987.9	8	17155539	17271037	-	115498
MTMR9	ENSG00000104643.5	8	11141925	11185646	+	43721
MTNR1A	ENSG00000168412.6	4	187454809	187476721	-	21912
MTNR1B	ENSG00000134640.2	11	92702886	92718232	+	15346
MTO1	ENSG00000135297.11	6	74171301	74218959	+	47658
MTOR	ENSG00000198793.8	1	11166592	11322564	-	155972
MTPAP	ENSG00000107951.8	10	30598730	30663377	-	64647
MTPN	ENSG00000105887.10	7	135611509	135662101	-	50592
MTR	ENSG00000116984.8	1	236958610	237067281	+	108671
MTRF1	ENSG00000120662.11	13	41790505	41837742	-	47237
MTRF1L	ENSG00000112031.11	6	153308497	153323820	-	15323
MTRNR2L1	ENSG00000256618.1	17	22022437	22023991	+	1554
MTRNR2L12	ENSG00000269028.2	3	96335981	96337000	-	1019
MTRNR2L2	ENSG00000271043.1	5	79945819	79946855	-	1036
MTRNR2L4	ENSG00000232196.2	16	3421053	3422283	-	1230
MTRNR2L8	ENSG00000255823.1	11	10529434	10530723	-	1289
MTRNR2L9	ENSG00000255633.3	6	62284008	62284534	+	526
MTRR	ENSG00000124275.10	5	7851299	7906138	+	54839
MTSS1	ENSG00000170873.14	8	125563031	125740730	-	177699
MTSS1L	ENSG00000132613.10	16	70695107	70719969	-	24862
MTTP	ENSG00000138823.8	4	100484918	100545156	+	60238
MTUS1	ENSG00000129422.9	8	17501304	17658426	-	157122
MTUS2	ENSG00000132938.14	13	29598748	30077892	+	479144
MTX1	ENSG00000173171.10	1	155178490	155183615	+	5125
MTX2	ENSG00000128654.9	2	177134123	177202753	+	68630
MTX3	ENSG00000177034.10	5	79275584	79287082	-	11498
MUC1	ENSG00000185499.12	1	155158300	155162707	-	4407
MUC12	ENSG00000205277.5	7	100612904	100662230	+	49326
MUC13	ENSG00000173702.3	3	124624289	124672663	-	48374
MUC15	ENSG00000169550.8	11	26580580	26593780	-	13200
MUC16	ENSG00000181143.11	19	8959520	9092018	-	132498
MUC19	ENSG00000205592.9	12	40787197	40964632	+	177435
MUC2	ENSG00000198788.7	11	1074875	1104419	+	29544
MUC20	ENSG00000176945.12	3	195447753	195467994	+	20241
MUC21	ENSG00000204544.5	6	30951495	30957680	+	6185
MUC22	ENSG00000261272.1	6	30978251	31003179	+	24928
MUC3A	ENSG00000169894.13	7	100547187	100611118	+	63931
MUC4	ENSG00000145113.17	3	195473636	195539148	-	65512
MUC5AC	ENSG00000215182.6	11	1151580	1222364	+	70784
MUC5B	ENSG00000117983.13	11	1244296	1283406	+	39110
MUC6	ENSG00000184956.11	11	1012821	1036706	-	23885
MUC7	ENSG00000171195.6	4	71296209	71348714	+	52505
MUC8	ENSG00000269676.1	12	133049334	133050726	-	1392
MUCL1	ENSG00000172551.6	12	55224303	55252177	+	27874
MUL1	ENSG00000090432.5	1	20825943	20834654	-	8711
MUM1	ENSG00000160953.10	19	1285890	1378430	+	92540
MURC	ENSG00000170681.6	9	103340361	103350188	+	9827
MUS81	ENSG00000172732.7	11	65624597	65635124	+	10527
MUSK	ENSG00000030304.8	9	113431051	113563859	+	132808
MUSTN1	ENSG00000272573.1	3	52867130	52869235	-	2105
MUT	ENSG00000146085.7	6	49398073	49430904	-	32831
MUTYH	ENSG00000132781.13	1	45794835	45806142	-	11307
MVB12A	ENSG00000141971.8	19	17516531	17544533	+	28002
MVB12B	ENSG00000196814.10	9	129089128	129269320	+	180192
MVD	ENSG00000167508.6	16	88718343	88729569	-	11226
MVK	ENSG00000110921.7	12	110011060	110035067	+	24007
MVP	ENSG00000013364.14	16	29831715	29859355	+	27640
MX1	ENSG00000157601.9	21	42792231	42831141	+	38910
MX2	ENSG00000183486.8	21	42733870	42781317	+	47447
MXD1	ENSG00000059728.6	2	70124820	70170077	+	45257
MXD3	ENSG00000213347.6	5	176728462	176739758	-	11296
MXD4	ENSG00000123933.10	4	2249159	2264021	-	14862
MXI1	ENSG00000119950.16	10	111967363	112047123	+	79760
MXRA7	ENSG00000182534.9	17	74668633	74707098	-	38465
MXRA8	ENSG00000162576.12	1	1288069	1297157	-	9088
MYADM	ENSG00000179820.11	19	54369477	54379691	+	10214
MYADML2	ENSG00000185105.4	17	79897521	79905109	-	7588
MYB	ENSG00000118513.14	6	135502453	135540311	+	37858
MYBBP1A	ENSG00000132382.10	17	4442192	4458926	-	16734
MYBL1	ENSG00000185697.12	8	67474410	67526482	-	52072
MYBL2	ENSG00000101057.11	20	42295754	42345136	+	49382
MYBPC1	ENSG00000196091.8	12	101962131	102079796	+	117665
MYBPC2	ENSG00000086967.9	19	50936160	50969578	+	33418
MYBPC3	ENSG00000134571.6	11	47352957	47374253	-	21296
MYBPH	ENSG00000133055.4	1	203136939	203144941	-	8002
MYBPHL	ENSG00000221986.2	1	109834987	109849663	-	14676
MYC	ENSG00000136997.10	8	128747680	128753674	+	5994
MYCBP	ENSG00000214114.4	1	39328636	39347289	-	18653
MYCBP2	ENSG00000005810.13	13	77618792	77901185	-	282393
MYCBPAP	ENSG00000136449.9	17	48585745	48608862	+	23117
MYCL	ENSG00000116990.9	1	40361098	40367928	-	6830
MYCN	ENSG00000134323.10	2	16080686	16087129	+	6443
MYCT1	ENSG00000120279.6	6	153019030	153045702	+	26672
MYD88	ENSG00000172936.8	3	38179969	38184513	+	4544
MYEF2	ENSG00000104177.13	15	48431625	48470714	-	39089
MYEOV	ENSG00000172927.3	11	69061605	69182494	+	120889
MYEOV2	ENSG00000172428.6	2	241065980	241076224	-	10244
MYF5	ENSG00000111049.3	12	81110691	81113452	+	2761
MYF6	ENSG00000111046.3	12	81101277	81103253	+	1976
MYH1	ENSG00000109061.9	17	10395624	10421860	-	26236
MYH10	ENSG00000133026.8	17	8377523	8534079	-	156556
MYH11	ENSG00000133392.12	16	15797029	15950890	-	153861
MYH13	ENSG00000006788.8	17	10201401	10276447	-	75046
MYH14	ENSG00000105357.11	19	50691443	50813802	+	122359
MYH15	ENSG00000144821.5	3	108099216	108248169	-	148953
MYH2	ENSG00000125414.14	17	10424465	10453274	-	28809
MYH3	ENSG00000109063.10	17	10531843	10560626	-	28783
MYH6	ENSG00000197616.7	14	23851199	23877486	-	26287
MYH7	ENSG00000092054.12	14	23881947	23904927	-	22980
MYH7B	ENSG00000078814.11	20	33563206	33590240	+	27034
MYH9	ENSG00000100345.16	22	36677327	36784063	-	106736
MYL1	ENSG00000168530.11	2	211154874	211179914	-	25040
MYL12A	ENSG00000101608.8	18	3247479	3256234	+	8755
MYL12B	ENSG00000118680.8	18	3261907	3278282	+	16375
MYL2	ENSG00000111245.10	12	111348623	111358526	-	9903
MYL3	ENSG00000160808.5	3	46899362	46923659	-	24297
MYL4	ENSG00000198336.5	17	45277812	45301045	+	23233
MYL5	ENSG00000215375.2	4	667369	675822	+	8453
MYL6	ENSG00000092841.14	12	56551945	56557280	+	5335
MYL6B	ENSG00000196465.6	12	56546040	56553431	+	7391
MYL7	ENSG00000106631.4	7	44178463	44180931	-	2468
MYL9	ENSG00000101335.5	20	35169887	35178228	+	8341
MYLIP	ENSG00000007944.10	6	16129356	16148479	+	19123
MYLK	ENSG00000065534.14	3	123328896	123603178	-	274282
MYLK2	ENSG00000101306.6	20	30407111	30422492	+	15381
MYLK3	ENSG00000140795.8	16	46740891	46824319	-	83428
MYLK4	ENSG00000145949.8	6	2663863	2751200	-	87337
MYLPF	ENSG00000180209.7	16	30382255	30389312	+	7057
MYNN	ENSG00000085274.11	3	169490619	169507504	+	16885
MYO10	ENSG00000145555.10	5	16665395	16936372	-	270977
MYO15A	ENSG00000091536.12	17	18012020	18083116	+	71096
MYO15B	ENSG00000266714.2	17	73584139	73622929	+	38790
MYO16	ENSG00000041515.11	13	109248500	109860355	+	611855
MYO18A	ENSG00000196535.10	17	27400528	27507430	-	106902
MYO18B	ENSG00000133454.11	22	26138111	26427007	+	288896
MYO19	ENSG00000141140.12	17	34851477	34899284	-	47807
MYO1A	ENSG00000166866.8	12	57422301	57444982	-	22681
MYO1B	ENSG00000128641.13	2	192109911	192290115	+	180204
MYO1C	ENSG00000197879.10	17	1367392	1396106	-	28714
MYO1D	ENSG00000176658.12	17	30819540	31204195	-	384655
MYO1E	ENSG00000157483.4	15	59427113	59665099	-	237986
MYO1F	ENSG00000142347.12	19	8585674	8642461	-	56787
MYO1G	ENSG00000136286.10	7	45002261	45018697	-	16436
MYO1H	ENSG00000174527.5	12	109785708	109893328	+	107620
MYO3A	ENSG00000095777.10	10	26223196	26501456	+	278260
MYO3B	ENSG00000071909.14	2	171034655	171511681	+	477026
MYO5A	ENSG00000197535.10	15	52599480	52821247	-	221767
MYO5B	ENSG00000167306.14	18	47349183	47721463	-	372280
MYO5C	ENSG00000128833.8	15	52484519	52587995	-	103476
MYO6	ENSG00000196586.9	6	76458909	76629254	+	170345
MYO7A	ENSG00000137474.15	11	76839310	76926284	+	86974
MYO7B	ENSG00000169994.14	2	128293378	128395304	+	101926
MYO9A	ENSG00000066933.11	15	72114632	72410918	-	296286
MYO9B	ENSG00000099331.9	19	17186591	17325346	+	138755
MYOC	ENSG00000034971.10	1	171604557	171621823	-	17266
MYOCD	ENSG00000141052.13	17	12569207	12672266	+	103059
MYOF	ENSG00000138119.12	10	95066186	95242074	-	175888
MYOG	ENSG00000122180.4	1	203052260	203055164	-	2904
MYOM1	ENSG00000101605.8	18	3066805	3220106	-	153301
MYOM2	ENSG00000036448.5	8	1993155	2113475	+	120320
MYOM3	ENSG00000142661.14	1	24382525	24438665	-	56140
MYOT	ENSG00000120729.5	5	137203480	137223540	+	20060
MYOZ1	ENSG00000177791.11	10	75391412	75401515	-	10103
MYOZ2	ENSG00000172399.5	4	120056939	120108944	+	52005
MYOZ3	ENSG00000164591.9	5	150040436	150058927	+	18491
MYPN	ENSG00000138347.11	10	69865912	69971774	+	105862
MYPOP	ENSG00000176182.5	19	46393278	46405862	-	12584
MYRF	ENSG00000124920.9	11	61520114	61555990	+	35876
MYRFL	ENSG00000166268.6	12	70219084	70352877	+	133793
MYRIP	ENSG00000170011.9	3	39850405	40301812	+	451407
MYSM1	ENSG00000162601.5	1	59120411	59165764	-	45353
MYT1	ENSG00000196132.7	20	62783144	62873604	+	90460
MYT1L	ENSG00000186487.13	2	1792885	2335032	-	542147
MYZAP	ENSG00000263155.1	15	57884139	57977562	+	93423
MZB1	ENSG00000170476.11	5	138723169	138725770	-	2601
MZF1	ENSG00000099326.4	19	59073298	59084942	-	11644
MZT1	ENSG00000204899.5	13	73282495	73301825	-	19330
MZT2A	ENSG00000173272.9	2	132222473	132250316	-	27843
MZT2B	ENSG00000152082.9	2	130939310	130948302	+	8992
N4BP1	ENSG00000102921.3	16	48572637	48654059	-	81422
N4BP2	ENSG00000078177.9	4	40058446	40159872	+	101426
N4BP2L1	ENSG00000139597.12	13	32974861	33002315	-	27454
N4BP2L2	ENSG00000244754.4	13	33006554	33112970	-	106416
N4BP3	ENSG00000145911.5	5	177540444	177553088	+	12644
N6AMT1	ENSG00000156239.7	21	30244513	30257693	-	13180
N6AMT2	ENSG00000150456.6	13	21302870	21348097	-	45227
NAA11	ENSG00000156269.4	4	80146848	80247204	-	100356
NAA15	ENSG00000164134.8	4	140222609	140341187	+	118578
NAA16	ENSG00000172766.14	13	41885341	41951166	+	65825
NAA20	ENSG00000173418.7	20	19997760	20014299	+	16539
NAA25	ENSG00000111300.5	12	112464500	112546826	-	82326
NAA30	ENSG00000139977.9	14	57857262	57882635	+	25373
NAA35	ENSG00000135040.11	9	88556061	88637213	+	81152
NAA38	ENSG00000128534.3	7	117824086	117832878	+	8792
NAA40	ENSG00000110583.8	11	63706431	63724800	+	18369
NAA50	ENSG00000121579.8	3	113435307	113465147	-	29840
NAA60	ENSG00000262621.2	16	3493611	3536963	+	43352
NAA60	ENSG00000122390.13	16	3493611	3536963	+	43352
NAAA	ENSG00000138744.10	4	76831809	76862204	-	30395
NAALAD2	ENSG00000077616.6	11	89864683	89926062	+	61379
NAALADL1	ENSG00000168060.10	11	64812290	64826021	-	13731
NAALADL2	ENSG00000177694.10	3	174156363	175523428	+	1367065
NAB1	ENSG00000138386.12	2	191511472	191557492	+	46020
NAB2	ENSG00000166886.8	12	57482677	57489259	+	6582
NABP1	ENSG00000173559.8	2	192542794	192561385	+	18591
NABP2	ENSG00000139579.8	12	56615799	56623638	+	7839
NACA	ENSG00000196531.6	12	57106212	57125412	-	19200
NACA2	ENSG00000253506.1	17	59667794	59668563	-	769
NACAD	ENSG00000136274.8	7	45120037	45128513	-	8476
NACC1	ENSG00000160877.5	19	13228917	13251955	+	23038
NACC2	ENSG00000148411.3	9	138898383	138987131	-	88748
NADK	ENSG00000008130.11	1	1682671	1711896	-	29225
NADK2	ENSG00000152620.8	5	36192694	36242381	-	49687
NADSYN1	ENSG00000172890.7	11	71164155	71235153	+	70998
NAE1	ENSG00000159593.10	16	66836778	66907159	-	70381
NAF1	ENSG00000145414.4	4	164031225	164088073	-	56848
NAGA	ENSG00000198951.7	22	42454358	42466846	-	12488
NAGK	ENSG00000124357.8	2	71291474	71306935	+	15461
NAGLU	ENSG00000108784.5	17	40688190	40696467	+	8277
NAGPA	ENSG00000103174.7	16	5074845	5084142	-	9297
NAGS	ENSG00000161653.6	17	42081914	42086431	+	4517
NAIF1	ENSG00000171169.8	9	130823512	130830485	-	6973
NAIP	ENSG00000249437.3	5	70264310	70320941	-	56631
NALCN	ENSG00000102452.11	13	101706130	102068843	-	362713
NAMPT	ENSG00000105835.7	7	105888731	105926772	-	38041
NAMPTL	ENSG00000229644.4	10	36810649	36813162	-	2513
NANOG	ENSG00000111704.6	12	7940390	7948655	+	8265
NANOS1	ENSG00000188613.5	10	120789228	120793854	+	4626
NANOS2	ENSG00000188425.2	19	46416475	46418036	-	1561
NANOS3	ENSG00000187556.6	19	13972877	13991571	+	18694
NANP	ENSG00000170191.4	20	25593571	25604811	-	11240
NANS	ENSG00000095380.10	9	100819021	100845357	+	26336
NAP1L1	ENSG00000187109.9	12	76438670	76478813	-	40143
NAP1L4	ENSG00000205531.8	11	2965667	3013607	-	47940
NAP1L5	ENSG00000177432.6	4	89617066	89619386	-	2320
NAPA	ENSG00000105402.3	19	47990894	48018497	-	27603
NAPB	ENSG00000125814.13	20	23355159	23402125	-	46966
NAPEPLD	ENSG00000161048.7	7	102740223	102790007	-	49784
NAPG	ENSG00000134265.8	18	10525902	10552758	+	26856
NAPRT1	ENSG00000147813.11	8	144656955	144660819	-	3864
NAPSA	ENSG00000131400.3	19	50861734	50869087	-	7353
NARF	ENSG00000141562.13	17	80416056	80448413	+	32357
NARFL	ENSG00000103245.9	16	779753	791329	-	11576
NARG2	ENSG00000128915.7	15	60711808	60771359	-	59551
NARS	ENSG00000134440.7	18	55267888	55289445	-	21557
NARS2	ENSG00000137513.5	11	78147007	78285919	-	138912
NASP	ENSG00000132780.12	1	46049518	46084566	+	35048
NAT1	ENSG00000171428.9	8	18027986	18081198	+	53212
NAT10	ENSG00000135372.4	11	34127149	34169217	+	42068
NAT14	ENSG00000090971.4	19	55996371	55998935	+	2564
NAT16	ENSG00000167011.4	7	100813774	100823557	-	9783
NAT2	ENSG00000156006.4	8	18248755	18258728	+	9973
NAT6	ENSG00000243477.1	3	50333833	50336852	-	3019
NAT8	ENSG00000144035.3	2	73867959	73869520	-	1561
NAT8L	ENSG00000185818.7	4	2061239	2070816	+	9577
NAT9	ENSG00000109065.7	17	72766686	72772506	-	5820
NAV1	ENSG00000134369.11	1	201592411	201796102	+	203691
NAV2	ENSG00000166833.15	11	19372271	20143144	+	770873
NAV3	ENSG00000067798.9	12	78224685	78606790	+	382105
NBAS	ENSG00000151779.8	2	15307032	15701454	-	394422
NBEA	ENSG00000172915.14	13	35516424	36247159	+	730735
NBEAL1	ENSG00000144426.14	2	203879602	204091101	+	211499
NBEAL2	ENSG00000160796.12	3	47021173	47051193	+	30020
NBL1	ENSG00000158747.9	1	19967048	19984945	+	17897
NBN	ENSG00000104320.9	8	90945564	91015456	-	69892
NBPF1	ENSG00000219481.6	1	16888814	16940057	-	51243
NBPF10	ENSG00000163386.16	1	145289772	145370303	+	80531
NBPF11	ENSG00000152042.13	1	146032647	146082765	-	50118
NBPF12	ENSG00000186275.7	1	146373546	146467744	+	94198
NBPF14	ENSG00000122497.13	1	148003642	148025863	-	22221
NBPF15	ENSG00000243452.3	1	148555979	148596267	+	40288
NBPF16	ENSG00000203827.7	1	148739443	148758311	+	18868
NBPF20	ENSG00000203832.6	1	148250249	148347506	-	97257
